date,region,market_id,campaign_id,campaign_name,channel,device,audience_segment,incentive_spend,marketing_spend,total_spend,orders_placed,orders_fulfilled,orders_unfulfilled,shoppers_active,shoppers_needed,supply_gap,gross_revenue,net_revenue,avg_order_value,new_customers,customer_ltv,customer_retention_rate,impressions,clicks,click_through_rate,conversion_rate,avg_delivery_time_min,order_cancellations,satisfaction_score
1/21/2025,West,WE03,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,Lapsed,3324.52,1819.88,5144.4,382,378,4,195,179,-16,30319.45,25175.05,80.21,408,33726.18,0.58,16169,2109,0.1304,0.1792,31.19,4,6.1
1/21/2025,West,WE03,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Returning,9191.85,14848.58,24040.43,1086,930,156,368,329,-39,41188.42,17147.99,44.29,263,67264.11,0.34,79872,2775,0.0347,0.3351,39.22,12,8.6
1/21/2025,Midwest,MI04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Returning,3238.07,3720.57,6958.64,332,300,32,195,159,-36,24299.44,17340.8,81,180,26170.92,0.5,40316,2681,0.0665,0.1119,107.61,3,6.8
1/21/2025,Midwest,MI03,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,New,4186.26,7883.05,12069.31,1537,1483,54,222,206,-16,137846.33,125777.02,92.95,142,39507.81,0.65,63495,7378,0.1162,0.201,86.33,17,7.7
1/21/2025,West,WE05,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Returning,5534.04,12808.17,18342.21,1852,1657,195,223,247,24,131887.52,113545.31,79.59,162,21620.6,0.48,29668,1087,0.0366,1.5244,108.87,81,7.3
1/21/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,New,2275.64,8588.5,10864.14,116,99,17,94,117,23,2606.86,-8257.28,26.33,70,6569.7,0.28,56710,3514,0.062,0.0282,88.14,3,8
1/21/2025,Midwest,MI04,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,Lapsed,8674.09,8448.19,17122.28,1111,976,135,442,539,97,91773.75,74651.47,94.03,390,116989.54,0.42,83504,3679,0.0441,0.2653,33.61,26,8.4
1/22/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,9499.33,3329.29,12828.62,623,535,88,443,510,67,29204.74,16376.12,54.59,483,33169.35,0.71,24821,3631,0.1463,0.1473,117.2,3,7.9
1/22/2025,Northeast,NO02,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Returning,1525.47,10594.17,12119.64,535,520,15,144,244,100,54116.56,41996.92,104.07,470,72076.43,0.65,67912,5512,0.0812,0.0943,56.78,18,6.5
1/22/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Returning,6121.12,10836.87,16957.99,231,219,12,397,374,-23,9508.64,-7449.35,43.42,85,14612.93,0.59,1193,57,0.0478,3.8421,72.56,8,7.5
1/22/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Lapsed,2135.05,13957.31,16092.36,119,106,13,487,584,97,8469.87,-7622.49,79.9,93,6791.21,0.53,20233,2195,0.1085,0.0483,63.59,2,8
1/22/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,2684.94,6758.26,9443.2,681,668,13,384,518,134,22785.99,13342.79,34.11,297,76058.02,0.44,26491,2699,0.1019,0.2475,78.16,21,8
1/22/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,682.09,7047.85,7729.94,216,184,32,154,106,-48,16784.85,9054.91,91.22,340,35506.96,0.57,60180,8309,0.1381,0.0221,49.05,9,8.3
1/22/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,2373.81,3989.52,6363.33,1839,1828,11,121,246,125,192478.2,186114.87,105.29,24,4269.15,0.75,47404,1512,0.0319,1.209,63,10,6.5
1/22/2025,West,WE05,NEW_USER_Q1,New User Acquisition,Social,Desktop,Returning,9014.67,6662.87,15677.54,437,431,6,98,158,60,18806.37,3128.83,43.63,66,6381.75,0.7,61998,6609,0.1066,0.0652,64.85,14,7.6
1/22/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Lapsed,3998.81,6228.22,10227.03,432,423,9,445,449,4,43696.16,33469.13,103.3,432,57687.45,0.69,15021,798,0.0531,0.5301,31.8,15,7.2
1/22/2025,Midwest,MI02,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,New,2979.77,8532.95,11512.72,1170,1039,131,108,111,3,24629.7,13116.98,23.71,201,57673.57,0.28,43244,1828,0.0423,0.5684,99.56,43,7.1
1/22/2025,Northeast,NO04,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Returning,4736.5,4145.25,8881.75,885,804,81,286,345,59,89626.05,80744.3,111.48,158,21453.06,0.35,15988,2195,0.1373,0.3663,76.8,23,6.5
1/22/2025,West,WE04,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,4475.24,5823.87,10299.11,1699,1666,33,74,217,143,36850.63,26551.52,22.12,466,83080.98,0.35,23222,3029,0.1304,0.55,78.79,70,7.3
1/22/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,6536.84,3182.62,9719.46,216,190,26,325,380,55,13186.81,3467.35,69.4,27,4103.94,0.26,3696,397,0.1074,0.4786,75.56,3,7
1/22/2025,West,WE04,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,2491,6842.76,9333.76,1471,1436,35,212,329,117,111358.25,102024.49,77.55,185,16238.85,0.37,64202,1027,0.016,1.3982,90.82,70,6.9
1/23/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,Returning,4371.66,6699.49,11071.15,1481,1326,155,121,73,-48,110335.11,99263.96,83.21,470,134853.34,0.24,29220,705,0.0241,1.8809,108.2,65,6.2
1/23/2025,West,WE03,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,9515.32,2995.79,12511.11,1264,1091,173,333,428,95,95177.73,82666.62,87.24,328,71375.62,0.59,96386,11299,0.1172,0.0966,67.23,31,6.1
1/23/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,965.54,9018.78,9984.32,113,112,1,122,162,40,5311.18,-4673.14,47.42,99,15858.29,0.36,90051,8222,0.0913,0.0136,96.75,4,8.7
1/23/2025,West,WE01,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Returning,8620.79,6342.04,14962.83,1879,1646,233,372,392,20,56138.44,41175.61,34.11,384,109036.5,0.44,51646,645,0.0125,2.5519,49.46,33,8.1
1/23/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,Returning,9739.54,1815.33,11554.87,1316,1208,108,167,122,-45,91205.1,79650.23,75.5,141,19716.57,0.23,59204,2139,0.0361,0.5647,47.86,62,8.2
1/23/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,Returning,698.61,14321.41,15020.02,176,162,14,195,293,98,18332.38,3312.36,113.16,499,56678.93,0.66,4497,110,0.0245,1.4727,81.64,6,8.9
1/23/2025,Midwest,MI04,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,New,4151.88,10417.08,14568.96,132,116,16,327,409,82,8840.88,-5728.08,76.21,286,73111.33,0.44,24089,3076,0.1277,0.0377,43.16,3,7.5
1/24/2025,Southeast,SO04,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,1838.78,12230.76,14069.54,164,139,25,58,95,37,8268.85,-5800.69,59.49,145,7450.18,0.69,40504,4438,0.1096,0.0313,101.12,4,8.8
1/24/2025,Midwest,MI05,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Returning,4288.83,12430.05,16718.88,243,236,7,173,309,136,9121.84,-7597.04,38.65,358,94723.11,0.4,73082,8006,0.1095,0.0295,102.86,3,7.9
1/24/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Lapsed,4419.87,6208.25,10628.12,195,175,20,239,225,-14,7675.45,-2952.67,43.86,192,45641.81,0.65,22352,1405,0.0629,0.1246,78.09,3,8.5
1/24/2025,Midwest,MI05,CUST_RET_Q1,Customer Retargeting,Referral,Desktop,Returning,7222.97,12040.61,19263.58,1827,1695,132,222,265,43,89528.67,70265.09,52.82,192,20921.16,0.42,51288,4808,0.0937,0.3525,96.21,74,8.2
1/24/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Referral,Desktop,New,2009.63,9543.15,11552.78,287,261,26,133,234,101,17540.78,5988,67.21,222,14927.17,0.23,93573,1411,0.0151,0.185,54.81,6,8.7
1/24/2025,Northeast,NO05,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Lapsed,9467.83,4765.55,14233.38,1975,1910,65,189,175,-14,47403.53,33170.15,24.82,110,19210.7,0.43,26599,1877,0.0706,1.0176,71.19,17,7.9
1/24/2025,Midwest,MI04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Lapsed,2925.7,2482.24,5407.94,899,865,34,363,440,77,74230.82,68822.88,85.82,377,39298.13,0.37,58530,824,0.0141,1.0498,111.65,3,7.3
1/24/2025,West,WE01,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,3935.65,2755.25,6690.9,1158,1140,18,202,324,122,79175.41,72484.51,69.45,135,26227.7,0.73,92873,9080,0.0978,0.1256,102.76,24,8.2
1/24/2025,Southeast,SO03,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,7424.26,5220.48,12644.74,656,589,67,122,85,-37,56533.61,43888.87,95.98,232,11822.55,0.5,74591,6791,0.091,0.0867,34.91,12,6.8
1/24/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,1554.45,3479.7,5034.15,680,659,21,414,533,119,64964.78,59930.63,98.58,269,76729.95,0.49,15193,1445,0.0951,0.4561,81.82,26,6.1
1/24/2025,West,WE03,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Returning,1711.25,2302.43,4013.68,454,412,42,254,259,5,42136.74,38123.06,102.27,156,27356.45,0.51,12519,798,0.0637,0.5163,96.31,9,6.3
1/24/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,4136.53,3201.83,7338.36,1031,962,69,468,520,52,62359.4,55021.04,64.82,237,56035,0.32,48836,2700,0.0553,0.3563,105.48,49,7.1
1/24/2025,Southeast,SO01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,1811.79,2851.97,4663.76,1506,1334,172,55,82,27,103848.33,99184.57,77.85,426,25301.51,0.5,35510,1968,0.0554,0.6778,46.46,47,8.4
1/24/2025,Southeast,SO03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Returning,6680.46,5985.95,12666.41,621,555,66,211,255,44,31927.23,19260.82,57.53,436,70756.23,0.52,41576,2753,0.0662,0.2016,73.24,24,9
1/25/2025,Northeast,NO03,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,New,9650.61,1170.16,10820.77,771,719,52,352,450,98,17500.52,6679.75,24.34,222,66209.55,0.24,92362,9915,0.1073,0.0725,36.79,13,6.9
1/25/2025,Midwest,MI04,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Lapsed,9770.72,5716.54,15487.26,1856,1797,59,232,213,-19,125465.77,109978.51,69.82,91,5024.59,0.59,38412,5742,0.1495,0.313,117.73,2,6.2
1/25/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Returning,5693.61,13633.78,19327.39,1235,1090,145,140,107,-33,33338,14010.61,30.59,236,45229.71,0.59,43946,2967,0.0675,0.3674,80.45,51,6
1/25/2025,Southeast,SO02,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,7058.85,5767.63,12826.48,738,629,109,383,431,48,50474.07,37647.59,80.24,235,16262.44,0.34,51772,6569,0.1269,0.0958,117.72,16,6.7
1/25/2025,West,WE02,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,New,4628.04,13173.47,17801.51,757,727,30,112,182,70,38256.23,20454.72,52.62,114,22602.1,0.49,57574,4159,0.0722,0.1748,96.81,15,6.2
1/25/2025,West,WE02,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,681.44,10657.08,11338.52,1022,871,151,75,51,-24,57084.9,45746.38,65.54,393,39263.53,0.65,90787,10034,0.1105,0.0868,69.84,18,6.8
1/25/2025,Midwest,MI02,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Returning,1192.54,9775.66,10968.2,1328,1135,193,487,567,80,93331.39,82363.19,82.23,477,83697.94,0.47,36031,3119,0.0866,0.3639,79.16,38,8.9
1/25/2025,Southeast,SO01,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Returning,2261.41,8168.25,10429.66,353,323,30,198,157,-41,36179.68,25750.02,112.01,351,61130.62,0.29,64575,5001,0.0774,0.0646,41.19,4,6.2
1/25/2025,West,WE04,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,4333.92,10833.55,15167.47,1029,1006,23,67,93,26,72801.44,57633.97,72.37,285,78164.63,0.76,19909,661,0.0332,1.5219,43.46,37,8
1/26/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Lapsed,9993.86,8781.29,18775.15,1209,1193,16,319,347,28,107062.24,88287.09,89.74,146,14329.86,0.27,42786,6084,0.1422,0.1961,72.68,29,6.2
1/26/2025,Southeast,SO02,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Returning,9009.4,9165.73,18175.13,1899,1615,284,374,495,121,151956.01,133780.88,94.09,166,46931.83,0.7,72274,3458,0.0478,0.467,105.84,43,7.7
1/26/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Paid Search,Mobile,Returning,3264.49,13165.43,16429.92,149,136,13,265,360,95,10692.8,-5737.12,78.62,81,16579.63,0.25,54693,2429,0.0444,0.056,112.34,5,7.4
1/26/2025,West,WE05,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Returning,5657.93,2811.33,8469.26,554,483,71,138,228,90,31815.46,23346.2,65.87,403,98531.99,0.33,66614,5033,0.0756,0.096,106.78,1,8.1
1/26/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Returning,8895.47,8860.69,17756.16,299,291,8,454,576,122,6476.75,-11279.41,22.26,392,95024.93,0.49,50950,2544,0.0499,0.1144,51.53,9,8.4
1/26/2025,West,WE03,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,1457.15,10905.32,12362.47,1158,1066,92,125,197,72,68121.82,55759.35,63.9,92,8640.46,0.78,82214,10045,0.1222,0.1061,65.79,5,6.5
1/26/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Lapsed,4259.58,5181.41,9440.99,410,353,57,107,119,12,24532.89,15091.9,69.5,496,47696.75,0.4,93680,6723,0.0718,0.0525,35.85,18,8
1/26/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Email,Desktop,Lapsed,2534.67,1841.02,4375.69,1666,1452,214,205,235,30,106536.93,102161.24,73.37,494,136393.58,0.8,6674,231,0.0346,6.2857,84.56,53,8.1
1/26/2025,West,WE05,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,8623.34,10214.27,18837.61,1337,1309,28,70,34,-36,51594.59,32756.98,39.42,135,11566.86,0.39,66195,8939,0.135,0.1464,109.77,17,7.4
1/26/2025,Midwest,MI02,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,Returning,7290.7,11223.42,18514.12,817,748,69,254,230,-24,25371.25,6857.13,33.92,185,21230.56,0.24,91709,2190,0.0239,0.3416,111.8,26,8.2
1/26/2025,Midwest,MI04,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,Returning,1194.06,7471.57,8665.63,533,502,31,182,214,32,16152.67,7487.04,32.18,291,83893.67,0.31,64910,8300,0.1279,0.0605,71.75,15,7.8
1/26/2025,Southeast,SO05,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,New,7037.08,1296.29,8333.37,304,264,40,306,440,134,29184.92,20851.55,110.55,187,28800.38,0.3,11426,1101,0.0964,0.2398,78.07,8,6.2
1/26/2025,Southeast,SO03,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,New,3114.15,7631.59,10745.74,1715,1599,116,365,347,-18,76332.39,65586.65,47.74,393,76217.4,0.43,3056,223,0.073,7.1704,84.33,19,8.6
1/26/2025,Midwest,MI05,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Lapsed,6163.55,13506.78,19670.33,259,244,15,67,119,52,22083.95,2413.62,90.51,148,11551.45,0.79,22383,3280,0.1465,0.0744,46.43,2,8.2
1/26/2025,Southeast,SO05,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Returning,3121.26,5909.83,9031.09,1878,1748,130,459,469,10,124706.33,115675.24,71.34,439,23667.29,0.24,92296,7247,0.0785,0.2412,73.98,82,8.7
1/26/2025,West,WE01,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,1215.77,14252.94,15468.71,738,658,80,383,345,-38,18032.92,2564.21,27.41,437,108239.23,0.25,52595,4482,0.0852,0.1468,44.41,28,8.8
1/26/2025,West,WE03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,New,8582.66,14361.3,22943.96,1469,1412,57,346,470,124,88988.26,66044.3,63.02,282,56433.34,0.35,95325,10046,0.1054,0.1406,58.37,29,7.3
1/27/2025,West,WE02,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Returning,7283.61,7915.74,15199.35,1965,1771,194,343,433,90,55012.88,39813.53,31.06,237,38927.26,0.56,21103,653,0.0309,2.7121,50.63,75,8.3
1/27/2025,West,WE04,NEW_USER_Q1,New User Acquisition,Email,Mobile,Returning,2892.09,5839.74,8731.83,110,109,1,409,396,-13,4658.13,-4073.7,42.74,32,5296.05,0.77,3443,473,0.1374,0.2304,42.52,1,7.8
1/27/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Returning,8375.67,14877.69,23253.36,357,304,53,317,429,112,19725.13,-3528.23,64.89,320,62175.99,0.23,75964,9352,0.1231,0.0325,49.44,5,8.5
1/27/2025,Southeast,SO03,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,3295.79,2210.24,5506.03,978,883,95,209,353,144,38570.58,33064.55,43.68,33,9840.63,0.28,94287,10221,0.1084,0.0864,42.31,15,8
1/27/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,5021.83,14912.82,19934.65,1269,1192,77,484,542,58,128801.36,108866.71,108.05,275,69741.32,0.48,80180,2427,0.0303,0.4911,82.34,44,7.6
1/27/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Lapsed,5434.58,11957.17,17391.75,441,385,56,419,401,-18,44140.34,26748.59,114.65,279,30074.52,0.41,76276,4787,0.0628,0.0804,30.12,19,7.7
1/27/2025,Southeast,SO05,NEW_USER_Q1,New User Acquisition,Email,Desktop,Lapsed,2662.3,14822.4,17484.7,863,838,25,83,105,22,37764.97,20280.27,45.07,310,80286.06,0.76,10586,1192,0.1126,0.703,39.78,41,8.3
1/28/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,4918.02,13238.39,18156.41,524,483,41,484,551,67,47892.26,29735.85,99.16,215,38192.7,0.69,95636,7441,0.0778,0.0649,31.2,13,7.2
1/28/2025,Midwest,MI05,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Lapsed,5129.02,7019.79,12148.81,1012,967,45,62,107,45,55680.35,43531.54,57.58,247,63451.4,0.3,31676,3699,0.1168,0.2614,34.09,16,7.5
1/28/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,1409.43,5447.73,6857.16,1906,1829,77,250,244,-6,189575.57,182718.41,103.65,80,22686.08,0.75,34769,1888,0.0543,0.9688,55.71,29,8.3
1/28/2025,Northeast,NO01,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Lapsed,6636.31,4260.31,10896.62,1011,946,65,316,458,142,90326.68,79430.06,95.48,124,34460.62,0.76,64884,9588,0.1478,0.0987,56.3,38,8.7
1/28/2025,Southeast,SO04,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,Lapsed,8907.65,4101.38,13009.03,660,640,20,360,460,100,62462.52,49453.49,97.6,114,20322.7,0.6,18106,548,0.0303,1.1679,96.31,23,8.7
1/28/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,2045.2,12960.84,15006.04,1044,916,128,472,446,-26,56723.23,41717.19,61.92,161,10063.94,0.24,26009,2194,0.0844,0.4175,102.5,31,7.8
1/28/2025,Southeast,SO05,NEW_USER_Q1,New User Acquisition,Social,Mobile,Lapsed,2490.12,1425.56,3915.68,1064,971,93,349,311,-38,98625.37,94709.69,101.57,322,58668.82,0.65,12748,332,0.026,2.9247,116.09,11,7.1
1/28/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,7675.72,13623.15,21298.87,130,119,11,489,531,42,2675.23,-18623.64,22.48,25,7487.26,0.31,51513,5283,0.1026,0.0225,33.96,6,6.9
1/28/2025,Southeast,SO04,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,New,1767.29,10609.21,12376.5,1203,1175,28,252,317,65,48819.13,36442.63,41.55,262,66992.18,0.52,57105,2031,0.0356,0.5785,84.89,6,8.4
1/28/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Email,Desktop,Returning,3983.73,9704.04,13687.77,1551,1357,194,430,564,134,118523.2,104835.43,87.34,386,85081.7,0.32,44755,2390,0.0534,0.5678,77.51,76,6.6
1/28/2025,Northeast,NO04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,New,3885.97,9415.08,13301.05,1789,1650,139,168,316,148,190392.69,177091.64,115.39,272,44600.02,0.77,85042,5564,0.0654,0.2965,94.65,26,6.9
1/28/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Returning,980.71,13495.16,14475.87,629,627,2,269,353,84,46803.47,32327.6,74.65,149,43814.61,0.49,98816,13954,0.1412,0.0449,82.76,8,7.4
1/29/2025,Midwest,MI04,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Returning,2210.1,2239.78,4449.88,1284,1189,95,255,216,-39,41418.01,36968.13,34.83,190,32295.11,0.61,66661,9549,0.1432,0.1245,87.52,56,7.7
1/29/2025,Southeast,SO03,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,5703.95,14705.41,20409.36,780,749,31,474,600,126,40934.66,20525.3,54.65,213,14592.75,0.56,23625,1833,0.0776,0.4086,54.17,23,8
1/29/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Lapsed,4611.33,9339.52,13950.85,1652,1533,119,479,604,125,120589.45,106638.6,78.66,141,14127.18,0.39,72947,9192,0.126,0.1668,100.51,52,6.6
1/29/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,New,7910.8,11797.15,19707.95,429,395,34,372,432,60,14843.46,-4864.49,37.58,98,17197.42,0.56,65610,1694,0.0258,0.2332,98.17,0,6.5
1/29/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,9330.3,3414.25,12744.55,839,790,49,281,425,144,23198.94,10454.39,29.37,368,43450.28,0.3,51624,4632,0.0897,0.1706,96.45,30,6.8
1/29/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,New,3675.05,1360.39,5035.44,566,534,32,479,591,112,34034.36,28998.92,63.73,147,24089.69,0.22,42787,2145,0.0501,0.249,56.43,22,7
1/29/2025,Northeast,NO03,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,New,2794.31,8136.12,10930.43,1673,1553,120,245,238,-7,85457.3,74526.87,55.03,224,53831.43,0.77,82147,4480,0.0545,0.3467,44.94,40,6.4
1/29/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,Lapsed,9063.18,2258.3,11321.48,1935,1780,155,199,222,23,97113.4,85791.92,54.56,408,54342.6,0.43,80491,12036,0.1495,0.1479,63.77,33,8.6
1/29/2025,West,WE03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Mobile,New,4620.95,9305.8,13926.75,1629,1447,182,71,97,26,73969.55,60042.8,51.12,337,84728.94,0.3,84583,11788,0.1394,0.1228,117.25,39,8.4
1/29/2025,West,WE05,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Lapsed,4911.52,8225.74,13137.26,289,281,8,364,353,-11,23976.55,10839.29,85.33,498,134369.44,0.67,58558,5295,0.0904,0.0531,58.37,11,6.6
1/29/2025,Midwest,MI04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Returning,3708.68,2003.11,5711.79,769,758,11,405,375,-30,67278.75,61566.96,88.76,409,98244.97,0.49,14582,2089,0.1433,0.3629,116.27,15,6.4
1/29/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Email,Mobile,Lapsed,5488.33,8748.23,14236.56,1911,1757,154,261,218,-43,115577.86,101341.3,65.78,51,15033.33,0.68,18423,228,0.0124,7.7061,119.46,5,7.4
1/30/2025,Northeast,NO05,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Returning,3293.42,10996.83,14290.25,1109,1029,80,162,225,63,71722.53,57432.28,69.7,444,39431.67,0.31,13342,1900,0.1424,0.5416,63.6,9,8.7
1/30/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Email,Desktop,Lapsed,8098.62,6952.99,15051.61,1238,1147,91,58,47,-11,103097.62,88046.01,89.88,290,33196.86,0.28,52693,7788,0.1478,0.1473,77.31,44,8.1
1/30/2025,West,WE02,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,New,7730.65,3241,10971.65,461,430,31,121,199,78,40493.62,29521.97,94.17,12,3575.43,0.26,22727,3026,0.1331,0.1421,89.18,9,8.2
1/30/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Lapsed,3899.23,10069.44,13968.67,825,724,101,232,204,-28,77245.98,63277.31,106.69,83,16306.69,0.57,26235,2769,0.1055,0.2615,51.77,27,6.7
1/30/2025,Northeast,NO02,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,New,674.67,7496.93,8171.6,397,351,46,382,436,54,29913.46,21741.86,85.22,312,20275.58,0.28,41469,1123,0.0271,0.3126,93.12,8,9
1/30/2025,Southeast,SO03,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,8176.64,5490.14,13666.78,1898,1828,70,242,259,17,217922.39,204255.61,119.21,61,16209.57,0.36,63894,4248,0.0665,0.4303,51.13,50,6.1
1/30/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,1290.62,13081.43,14372.05,602,550,52,125,129,4,12672.87,-1699.18,23.04,205,55234.66,0.32,78654,2531,0.0322,0.2173,35.6,22,8.9
1/30/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Email,Desktop,New,8945.62,3248.87,12194.49,817,778,39,328,325,-3,72857.61,60663.12,93.65,175,13405.51,0.69,97472,5798,0.0595,0.1342,58.41,11,8.8
1/30/2025,Southeast,SO03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Lapsed,9746.98,12067.95,21814.93,820,755,65,313,265,-48,50444.72,28629.79,66.81,93,13015.93,0.52,34725,4994,0.1438,0.1512,77.82,32,8.9
