EmployeeID,Survey_Date,Engagement_Score,Job_Satisfaction,Benefits_Satisfaction,Manager_Rating
818,4/25/2024,2,1,4,3
819,2/5/2024,2,2,5,4
820,4/4/2024,4,4,3,5
821,7/19/2024,2,3,1,1
822,5/13/2023,4,1,1,5
823,7/10/2023,1,5,4,4
824,5/4/2023,2,1,2,5
825,3/6/2024,3,4,5,2
826,8/6/2023,1,5,4,1
827,2/7/2024,2,4,5,5
828,11/18/2023,4,2,5,5
829,10/28/2023,1,1,1,5
830,3/12/2023,1,2,3,4
831,8/2/2023,3,3,3,1
832,6/28/2024,2,2,2,1
833,1/9/2024,2,1,3,2
834,12/2/2023,4,3,4,2
835,6/20/2023,1,4,1,5
836,12/10/2023,3,3,1,1
837,3/31/2024,4,1,5,1
838,2/14/2024,4,5,4,5
839,10/28/2023,3,3,4,3
840,5/10/2024,2,4,5,1
841,10/18/2023,3,3,5,5
842,3/12/2024,2,2,1,5
843,4/12/2023,5,5,4,3
844,1/10/2023,1,1,3,2
845,2/10/2023,3,5,3,5
846,1/5/2024,4,2,1,1
847,5/6/2023,2,5,3,2
848,1/18/2024,1,2,3,2
849,11/23/2023,1,3,4,2
850,3/25/2024,3,1,4,5
851,6/6/2024,4,2,2,1
852,12/7/2024,3,2,4,3
853,6/15/2024,4,3,2,4
854,9/30/2023,5,2,4,4
855,5/16/2024,3,1,5,2
856,5/1/2024,2,4,4,4
857,8/15/2023,3,5,2,4
858,8/15/2023,3,2,3,5
859,12/7/2023,5,5,4,3
860,9/29/2023,5,5,3,4
861,1/30/2024,3,4,3,3
862,5/4/2023,4,2,4,4
863,7/14/2023,5,1,4,2
864,8/5/2024,5,2,5,2
865,6/22/2023,4,5,2,3
866,7/22/2023,1,3,4,3
867,2/2/2023,5,4,3,3
868,7/30/2023,5,1,3,3
869,11/24/2024,4,1,4,1
870,2/20/2023,4,5,2,2
871,2/11/2024,3,1,3,4
872,6/24/2024,3,5,5,1
873,6/1/2024,1,1,3,3
874,5/13/2023,1,1,2,4
875,4/6/2023,1,5,1,2
876,2/28/2024,2,4,5,3
877,3/23/2023,4,1,5,5
878,11/11/2023,5,2,1,3
879,12/29/2024,4,3,5,4
880,10/7/2023,4,5,5,2
881,10/4/2024,1,1,5,3
882,3/27/2023,4,4,3,2
883,1/1/2024,2,2,3,1
884,1/1/2024,5,5,4,5
885,4/3/2023,1,2,4,1
886,3/12/2023,3,3,3,5
887,11/22/2023,5,4,5,1
888,5/21/2024,3,5,2,2
889,11/22/2023,3,5,1,2
890,7/10/2023,4,1,4,1
891,8/2/2023,5,2,5,4
892,2/16/2023,2,5,4,1
893,12/30/2024,4,2,2,3
894,3/30/2023,3,3,5,4
895,8/15/2023,5,1,3,2
896,2/1/2024,4,3,2,1
897,8/5/2023,5,1,4,4
898,10/28/2023,1,1,5,3
899,2/20/2024,2,2,5,5
900,6/19/2023,2,1,1,2
901,12/31/2023,2,3,1,4
902,8/20/2023,3,3,1,4
903,9/11/2024,3,3,3,4
904,11/24/2023,2,2,5,1
905,8/21/2023,5,2,5,2
906,11/12/2024,1,4,4,2
907,10/8/2024,3,5,3,1
908,10/4/2024,4,4,1,1
909,2/6/2023,4,4,5,1
910,2/6/2024,3,1,1,3
911,9/27/2024,2,1,2,4
912,3/1/2024,5,4,3,3
913,2/12/2024,1,5,1,2
914,8/5/2023,4,4,3,1
915,6/19/2023,3,2,5,4
916,9/1/2024,5,3,2,5
917,12/24/2023,2,4,4,4
918,7/5/2023,1,1,2,5
919,12/25/2024,1,5,3,4
920,11/9/2024,4,1,2,1
921,6/10/2023,4,2,5,5
922,10/11/2023,3,1,3,5
923,7/3/2023,1,1,3,2
924,6/20/2024,2,5,5,4
925,5/22/2023,2,5,1,3
926,11/25/2024,3,1,4,3
927,8/18/2024,1,1,2,2
928,8/19/2023,4,4,4,2
929,4/12/2024,2,2,4,2
930,1/23/2024,5,4,5,1
931,6/7/2023,3,5,1,1
932,11/14/2023,2,4,4,1
933,7/4/2023,5,4,3,1
934,2/25/2024,5,1,1,2
935,7/2/2023,2,1,5,2
936,8/19/2024,3,2,4,1
937,7/30/2024,5,3,5,1
938,2/21/2023,5,3,2,5
939,1/3/2023,1,4,5,4
940,3/18/2023,1,2,3,5
941,10/8/2024,1,2,5,4
942,8/4/2024,5,5,1,1
943,11/4/2024,5,1,2,1
944,8/30/2024,3,5,3,1
945,1/16/2023,4,3,2,5
946,8/18/2023,1,2,3,2
947,9/24/2023,4,3,2,4
948,11/2/2023,1,1,4,5
949,1/6/2023,1,1,5,1
950,4/20/2023,3,1,1,2
951,5/23/2023,3,3,1,5
952,10/28/2024,2,2,4,4
953,7/26/2023,1,5,2,1
954,3/4/2024,1,2,5,4
955,6/15/2023,1,2,4,1
956,9/17/2023,3,4,2,1
957,11/15/2024,1,2,5,3
958,1/29/2024,2,5,2,4
959,5/1/2023,5,4,1,2
960,2/17/2024,2,2,5,1
961,5/20/2023,5,4,1,2
962,6/17/2023,3,2,1,5
963,3/25/2023,4,1,5,1
964,2/25/2024,3,1,4,1
965,12/6/2024,4,2,2,1
966,9/25/2023,5,4,5,2
967,2/7/2023,4,5,1,3
968,10/30/2023,5,1,2,4
969,12/4/2023,4,4,5,1
970,11/26/2023,5,5,4,4
971,7/18/2023,4,4,5,4
972,1/5/2023,5,2,5,4
973,3/7/2024,2,1,3,2
974,1/6/2024,1,1,2,4
975,4/13/2023,2,1,5,5
976,3/10/2024,3,2,1,2
977,10/11/2024,4,5,1,2
978,1/16/2024,5,5,3,5
979,3/7/2023,2,1,1,3
980,8/1/2024,2,5,5,3
981,9/27/2023,5,1,2,1
982,2/16/2023,4,5,3,3
983,12/31/2023,3,1,3,1
984,6/29/2023,3,5,4,4
985,3/9/2023,3,4,4,1
986,4/25/2023,5,1,2,3
987,1/26/2023,2,1,2,1
988,7/12/2024,3,3,3,2
989,7/26/2023,2,1,5,3
990,3/14/2023,3,5,5,1
991,9/16/2023,3,4,4,3
992,1/21/2024,4,4,2,5
993,1/30/2023,5,5,2,3
994,2/25/2024,4,2,5,5
995,1/3/2023,2,1,4,1
996,6/4/2024,2,4,5,5
997,6/3/2024,5,5,5,3
998,6/4/2024,3,4,3,2
999,2/5/2024,5,4,2,5
1000,10/25/2024,3,5,3,3
